,Story,Serial,Episode,Serial title,Episode Title,Directed by,Written by,Original air date,Prod.code,UK viewers(millions),AI,Season,Doctor,Lead Actor
513,105,2.0,8,City of Death,"""Part Four""",Michael Hayes,"David Agnew (Douglas Adams, Graham Williams and David Fisher)",1979-10-20,5H,16.1,64,17,Fourth Doctor,Tom Baker
514,106,3.0,9,The Creature from the Pit,"""Part One""",Christopher Barry,David Fisher,1979-10-27,5G,9.3,64,17,Fourth Doctor,Tom Baker
515,106,3.0,10,The Creature from the Pit,"""Part Two""",Christopher Barry,David Fisher,1979-11-03,5G,10.8,67,17,Fourth Doctor,Tom Baker
516,106,3.0,11,The Creature from the Pit,"""Part Three""",Christopher Barry,David Fisher,1979-11-10,5G,10.2,67,17,Fourth Doctor,Tom Baker
517,106,3.0,12,The Creature from the Pit,"""Part Four""",Christopher Barry,David Fisher,1979-11-17,5G,9.6,67,17,Fourth Doctor,Tom Baker
518,107,4.0,13,Nightmare of Eden,"""Part One""",Alan Bromly,Bob Baker,1979-11-24,5K,8.7,67,17,Fourth Doctor,Tom Baker
519,107,4.0,14,Nightmare of Eden,"""Part Two""",Alan Bromly,Bob Baker,1979-12-01,5K,9.6,67,17,Fourth Doctor,Tom Baker
520,107,4.0,15,Nightmare of Eden,"""Part Three""",Alan Bromly,Bob Baker,1979-12-08,5K,9.6,67,17,Fourth Doctor,Tom Baker
521,107,4.0,16,Nightmare of Eden,"""Part Four""",Alan Bromly,Bob Baker,1979-12-15,5K,9.4,65,17,Fourth Doctor,Tom Baker
522,108,5.0,17,The Horns of Nimon,"""Part One""",Kenny McBain,Anthony Read,1979-12-22,5L,6.0,65,17,Fourth Doctor,Tom Baker
523,108,5.0,18,The Horns of Nimon,"""Part Two""",Kenny McBain,Anthony Read,1979-12-29,5L,8.8,65,17,Fourth Doctor,Tom Baker
524,108,5.0,19,The Horns of Nimon,"""Part Three""",Kenny McBain,Anthony Read,1980-01-05,5L,9.8,65,17,Fourth Doctor,Tom Baker
525,108,5.0,20,The Horns of Nimon,"""Part Four""",Kenny McBain,Anthony Read,1980-01-12,5L,10.4,67,17,Fourth Doctor,Tom Baker
526,109,1.0,1,The Leisure Hive,"""Part One""",Lovett Bickford,David Fisher,1980-08-30,5N,5.9,67,18,Fourth Doctor,Tom Baker
527,109,1.0,2,The Leisure Hive,"""Part Two""",Lovett Bickford,David Fisher,1980-09-06,5N,5.0,67,18,Fourth Doctor,Tom Baker
528,109,1.0,3,The Leisure Hive,"""Part Three""",Lovett Bickford,David Fisher,1980-09-13,5N,5.0,67,18,Fourth Doctor,Tom Baker
529,109,1.0,4,The Leisure Hive,"""Part Four""",Lovett Bickford,David Fisher,1980-09-20,5N,4.5,65,18,Fourth Doctor,Tom Baker
530,110,2.0,5,Meglos,"""Part One""",Terence Dudley,John Flanagan & Andrew McCulloch,1980-09-27,5Q,5.0,61,18,Fourth Doctor,Tom Baker
531,110,2.0,6,Meglos,"""Part Two""",Terence Dudley,John Flanagan & Andrew McCulloch,1980-10-04,5Q,4.2,64,18,Fourth Doctor,Tom Baker
532,110,2.0,7,Meglos,"""Part Three""",Terence Dudley,John Flanagan & Andrew McCulloch,1980-10-11,5Q,4.7,64,18,Fourth Doctor,Tom Baker
533,110,2.0,8,Meglos,"""Part Four""",Terence Dudley,John Flanagan & Andrew McCulloch,1980-10-18,5Q,4.7,63,18,Fourth Doctor,Tom Baker
534,111,3.0,9,Full Circle,"""Part One""",Peter Grimwade,Andrew Smith,1980-10-25,5R,5.9,63,18,Fourth Doctor,Tom Baker
535,111,3.0,10,Full Circle,"""Part Two""",Peter Grimwade,Andrew Smith,1980-11-01,5R,3.7,63,18,Fourth Doctor,Tom Baker
536,111,3.0,11,Full Circle,"""Part Three""",Peter Grimwade,Andrew Smith,1980-11-08,5R,5.9,63,18,Fourth Doctor,Tom Baker
537,111,3.0,12,Full Circle,"""Part Four""",Peter Grimwade,Andrew Smith,1980-11-15,5R,5.4,65,18,Fourth Doctor,Tom Baker
538,112,4.0,13,State of Decay,"""Part One""",Peter Moffatt,Terrance Dicks,1980-11-22,5P,5.8,65,18,Fourth Doctor,Tom Baker
539,112,4.0,14,State of Decay,"""Part Two""",Peter Moffatt,Terrance Dicks,1980-11-29,5P,5.3,65,18,Fourth Doctor,Tom Baker
540,112,4.0,15,State of Decay,"""Part Three""",Peter Moffatt,Terrance Dicks,1980-12-06,5P,4.4,65,18,Fourth Doctor,Tom Baker
541,112,4.0,16,State of Decay,"""Part Four""",Peter Moffatt,Terrance Dicks,1980-12-13,5P,5.4,69,18,Fourth Doctor,Tom Baker
542,113,5.0,17,Warriors' Gate,"""Part One""",Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-03,5S,7.1,59,18,Fourth Doctor,Tom Baker
543,113,5.0,18,Warriors' Gate,"""Part Two""",Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-10,5S,6.7,59,18,Fourth Doctor,Tom Baker
544,113,5.0,19,Warriors' Gate,"""Part Three""",Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-17,5S,8.3,59,18,Fourth Doctor,Tom Baker
545,113,5.0,20,Warriors' Gate,"""Part Four""",Paul Joyce & Graeme Harper (uncredited),Stephen Gallagher,1981-01-24,5S,7.8,59,18,Fourth Doctor,Tom Baker
546,114,6.0,21,The Keeper of Traken,"""Part One""",John Black,Johnny Byrne,1981-01-31,5T,7.6,59,18,Fourth Doctor,Tom Baker
547,114,6.0,22,The Keeper of Traken,"""Part Two""",John Black,Johnny Byrne,1981-02-07,5T,6.1,59,18,Fourth Doctor,Tom Baker
548,114,6.0,23,The Keeper of Traken,"""Part Three""",John Black,Johnny Byrne,1981-02-14,5T,5.2,59,18,Fourth Doctor,Tom Baker
549,114,6.0,24,The Keeper of Traken,"""Part Four""",John Black,Johnny Byrne,1981-02-21,5T,6.1,63,18,Fourth Doctor,Tom Baker
550,115,7.0,25,Logopolis,"""Part One""",Peter Grimwade,Christopher H. Bidmead,1981-02-28,5V,7.7,63,18,Fourth Doctor,Tom Baker
551,115,7.0,26,Logopolis,"""Part Two""",Peter Grimwade,Christopher H. Bidmead,1981-03-07,5V,7.7,61,18,Fourth Doctor,Tom Baker
552,115,7.0,27,Logopolis,"""Part Three""",Peter Grimwade,Christopher H. Bidmead,1981-03-14,5V,5.8,61,18,Fourth Doctor,Tom Baker
553,115,7.0,28,Logopolis,"""Part Four""",Peter Grimwade,Christopher H. Bidmead,1981-03-21,5V,6.1,65,18,Fourth Doctor,Tom Baker
554,116,1.0,1,Castrovalva,"""Part One""",Fiona Cumming,Christopher H. Bidmead,1982-01-04,5Z,9.1,65,19,Fifth Doctor,Peter Davison
555,116,1.0,2,Castrovalva,"""Part Two""",Fiona Cumming,Christopher H. Bidmead,1982-01-05,5Z,8.6,65,19,Fifth Doctor,Peter Davison
556,116,1.0,3,Castrovalva,"""Part Three""",Fiona Cumming,Christopher H. Bidmead,1982-01-11,5Z,10.2,65,19,Fifth Doctor,Peter Davison
557,116,1.0,4,Castrovalva,"""Part Four""",Fiona Cumming,Christopher H. Bidmead,1982-01-12,5Z,10.4,65,19,Fifth Doctor,Peter Davison
558,117,2.0,5,Four to Doomsday,"""Part One""",John Black,Terence Dudley,1982-01-18,5W,8.4,65,19,Fifth Doctor,Peter Davison
559,117,2.0,6,Four to Doomsday,"""Part Two""",John Black,Terence Dudley,1982-01-19,5W,8.8,65,19,Fifth Doctor,Peter Davison
560,117,2.0,7,Four to Doomsday,"""Part Three""",John Black,Terence Dudley,1982-01-25,5W,8.9,65,19,Fifth Doctor,Peter Davison
561,117,2.0,8,Four to Doomsday,"""Part Four""",John Black,Terence Dudley,1982-01-26,5W,9.4,65,19,Fifth Doctor,Peter Davison
562,118,3.0,9,Kinda,"""Part One""",Peter Grimwade,Christopher Bailey,1982-02-01,5Y,8.4,65,19,Fifth Doctor,Peter Davison
563,118,3.0,10,Kinda,"""Part Two""",Peter Grimwade,Christopher Bailey,1982-02-02,5Y,9.4,65,19,Fifth Doctor,Peter Davison
564,118,3.0,11,Kinda,"""Part Three""",Peter Grimwade,Christopher Bailey,1982-02-08,5Y,8.5,65,19,Fifth Doctor,Peter Davison
565,118,3.0,12,Kinda,"""Part Four""",Peter Grimwade,Christopher Bailey,1982-02-09,5Y,8.9,65,19,Fifth Doctor,Peter Davison
566,119,4.0,13,The Visitation,"""Part One""",Peter Moffatt,Eric Saward,1982-02-15,5X,9.1,65,19,Fifth Doctor,Peter Davison
567,119,4.0,14,The Visitation,"""Part Two""",Peter Moffatt,Eric Saward,1982-02-16,5X,9.3,65,19,Fifth Doctor,Peter Davison
568,119,4.0,15,The Visitation,"""Part Three""",Peter Moffatt,Eric Saward,1982-02-22,5X,9.9,65,19,Fifth Doctor,Peter Davison
569,119,4.0,16,The Visitation,"""Part Four""",Peter Moffatt,Eric Saward,1982-02-23,5X,10.1,65,19,Fifth Doctor,Peter Davison
570,120,5.0,17,Black Orchid,"""Part One""",Ron Jones,Terence Dudley,1982-03-01,6A,9.9,65,19,Fifth Doctor,Peter Davison
571,120,5.0,18,Black Orchid,"""Part Two""",Ron Jones,Terence Dudley,1982-03-02,6A,10.1,65,19,Fifth Doctor,Peter Davison
572,121,6.0,19,Earthshock,"""Part One""",Peter Grimwade,Eric Saward,1982-03-08,6B,9.1,65,19,Fifth Doctor,Peter Davison
573,121,6.0,20,Earthshock,"""Part Two""",Peter Grimwade,Eric Saward,1982-03-09,6B,8.8,65,19,Fifth Doctor,Peter Davison
574,121,6.0,21,Earthshock,"""Part Three""",Peter Grimwade,Eric Saward,1982-03-15,6B,9.8,65,19,Fifth Doctor,Peter Davison
575,121,6.0,22,Earthshock,"""Part Four""",Peter Grimwade,Eric Saward,1982-03-16,6B,9.6,65,19,Fifth Doctor,Peter Davison
576,122,7.0,23,Time-Flight,"""Part One""",Ron Jones,Peter Grimwade,1982-03-22,6C,10.0,65,19,Fifth Doctor,Peter Davison
577,122,7.0,24,Time-Flight,"""Part Two""",Ron Jones,Peter Grimwade,1982-03-23,6C,8.5,65,19,Fifth Doctor,Peter Davison
578,122,7.0,25,Time-Flight,"""Part Three""",Ron Jones,Peter Grimwade,1982-03-29,6C,8.9,65,19,Fifth Doctor,Peter Davison
579,122,7.0,26,Time-Flight,"""Part Four""",Ron Jones,Peter Grimwade,1982-03-30,6C,8.1,65,19,Fifth Doctor,Peter Davison
580,123,1.0,1,Arc of Infinity,"""Part One""",Ron Jones,Johnny Byrne,1983-01-03,6E,7.2,69,20,Fifth Doctor,Peter Davison
581,123,1.0,2,Arc of Infinity,"""Part Two""",Ron Jones,Johnny Byrne,1983-01-05,6E,7.3,70,20,Fifth Doctor,Peter Davison
582,123,1.0,3,Arc of Infinity,"""Part Three""",Ron Jones,Johnny Byrne,1983-01-11,6E,6.9,67,20,Fifth Doctor,Peter Davison
583,123,1.0,4,Arc of Infinity,"""Part Four""",Ron Jones,Johnny Byrne,1983-01-12,6E,7.2,66,20,Fifth Doctor,Peter Davison
584,124,2.0,5,Snakedance,"""Part One""",Fiona Cumming,Christopher Bailey,1983-01-18,6D,6.7,65,20,Fifth Doctor,Peter Davison
585,124,2.0,6,Snakedance,"""Part Two""",Fiona Cumming,Christopher Bailey,1983-01-19,6D,7.7,66,20,Fifth Doctor,Peter Davison
586,124,2.0,7,Snakedance,"""Part Three""",Fiona Cumming,Christopher Bailey,1983-01-25,6D,6.6,67,20,Fifth Doctor,Peter Davison
587,124,2.0,8,Snakedance,"""Part Four""",Fiona Cumming,Christopher Bailey,1983-01-26,6D,7.4,67,20,Fifth Doctor,Peter Davison
588,125,3.0,9,Mawdryn Undead,"""Part One""",Peter Moffatt,Peter Grimwade,1983-02-01,6F,6.5,67,20,Fifth Doctor,Peter Davison
589,125,3.0,10,Mawdryn Undead,"""Part Two""",Peter Moffatt,Peter Grimwade,1983-02-02,6F,7.5,70,20,Fifth Doctor,Peter Davison
590,125,3.0,11,Mawdryn Undead,"""Part Three""",Peter Moffatt,Peter Grimwade,1983-02-08,6F,7.4,67,20,Fifth Doctor,Peter Davison
591,125,3.0,12,Mawdryn Undead,"""Part Four""",Peter Moffatt,Peter Grimwade,1983-02-09,6F,7.7,68,20,Fifth Doctor,Peter Davison
592,126,4.0,13,Terminus,"""Part One""",Mary Ridge,Stephen Gallagher,1983-02-15,6G,6.8,65,20,Fifth Doctor,Peter Davison
593,126,4.0,14,Terminus,"""Part Two""",Mary Ridge,Stephen Gallagher,1983-02-16,6G,7.5,67,20,Fifth Doctor,Peter Davison
594,126,4.0,15,Terminus,"""Part Three""",Mary Ridge,Stephen Gallagher,1983-02-22,6G,6.5,64,20,Fifth Doctor,Peter Davison
595,126,4.0,16,Terminus,"""Part Four""",Mary Ridge,Stephen Gallagher,1983-02-23,6G,7.4,67,20,Fifth Doctor,Peter Davison
596,127,5.0,17,Enlightenment,"""Part One""",Fiona Cumming,Barbara Clegg,1983-03-01,6H,6.6,67,20,Fifth Doctor,Peter Davison
597,127,5.0,18,Enlightenment,"""Part Two""",Fiona Cumming,Barbara Clegg,1983-03-02,6H,7.2,65,20,Fifth Doctor,Peter Davison
598,127,5.0,19,Enlightenment,"""Part Three""",Fiona Cumming,Barbara Clegg,1983-03-08,6H,6.2,68,20,Fifth Doctor,Peter Davison
599,127,5.0,20,Enlightenment,"""Part Four""",Fiona Cumming,Barbara Clegg,1983-03-09,6H,7.3,70,20,Fifth Doctor,Peter Davison
600,128,6.0,21,The King's Demons,"""Part One""",Tony Virgo,Terence Dudley,1983-03-15,6J,5.8,65,20,Fifth Doctor,Peter Davison
601,128,6.0,22,The King's Demons,"""Part Two""",Tony Virgo,Terence Dudley,1983-03-16,6J,7.2,63,20,Fifth Doctor,Peter Davison
602,129,6.0,23,The Five Doctors,,Peter Moffatt,Terrance Dicks,1983-11-25,6K,7.7,75,20,Fifth Doctor,Peter Davison
603,130,1.0,1,Warriors of the Deep,"""Part One""",Pennant Roberts,Johnny Byrne,1984-01-05,6L,7.6,65,21,Fifth Doctor,Peter Davison
604,130,1.0,2,Warriors of the Deep,"""Part Two""",Pennant Roberts,Johnny Byrne,1984-01-06,6L,7.5,64,21,Fifth Doctor,Peter Davison
605,130,1.0,3,Warriors of the Deep,"""Part Three""",Pennant Roberts,Johnny Byrne,1984-01-12,6L,7.3,62,21,Fifth Doctor,Peter Davison
606,130,1.0,4,Warriors of the Deep,"""Part Four""",Pennant Roberts,Johnny Byrne,1984-01-13,6L,6.6,65,21,Fifth Doctor,Peter Davison
607,131,2.0,5,The Awakening,"""Part One""",Michael Owen Morris,Eric Pringle,1984-01-19,6M,7.9,65,21,Fifth Doctor,Peter Davison
608,131,2.0,6,The Awakening,"""Part Two""",Michael Owen Morris,Eric Pringle,1984-01-20,6M,6.6,63,21,Fifth Doctor,Peter Davison
609,132,3.0,7,Frontios,"""Part One""",Ron Jones,Christopher H. Bidmead,1984-01-26,6N,8.0,66,21,Fifth Doctor,Peter Davison
610,132,3.0,8,Frontios,"""Part Two""",Ron Jones,Christopher H. Bidmead,1984-01-27,6N,5.8,69,21,Fifth Doctor,Peter Davison
611,132,3.0,9,Frontios,"""Part Three""",Ron Jones,Christopher H. Bidmead,1984-02-02,6N,7.8,65,21,Fifth Doctor,Peter Davison
612,132,3.0,10,Frontios,"""Part Four""",Ron Jones,Christopher H. Bidmead,1984-02-03,6N,5.6,65,21,Fifth Doctor,Peter Davison
613,133,4.0,11,Resurrection of the Daleks,"""Part One""",Matthew Robinson,Eric Saward,1984-02-08,6P,7.3,69,21,Fifth Doctor,Peter Davison
614,133,4.0,12,Resurrection of the Daleks,"""Part Two""",Matthew Robinson,Eric Saward,1984-02-15,6P,8.0,65,21,Fifth Doctor,Peter Davison
615,134,5.0,13,Planet of Fire,"""Part One""",Fiona Cumming,Peter Grimwade,1984-02-23,6Q,7.4,65,21,Fifth Doctor,Peter Davison
616,134,5.0,14,Planet of Fire,"""Part Two""",Fiona Cumming,Peter Grimwade,1984-02-24,6Q,6.1,65,21,Fifth Doctor,Peter Davison
617,134,5.0,15,Planet of Fire,"""Part Three""",Fiona Cumming,Peter Grimwade,1984-03-01,6Q,7.4,65,21,Fifth Doctor,Peter Davison
618,134,5.0,16,Planet of Fire,"""Part Four""",Fiona Cumming,Peter Grimwade,1984-03-02,6Q,7.0,65,21,Fifth Doctor,Peter Davison
619,135,6.0,17,The Caves of Androzani,"""Part One""",Graeme Harper,Robert Holmes,1984-03-08,6R,6.9,65,21,Fifth Doctor,Peter Davison
620,135,6.0,18,The Caves of Androzani,"""Part Two""",Graeme Harper,Robert Holmes,1984-03-09,6R,6.6,65,21,Fifth Doctor,Peter Davison
621,135,6.0,19,The Caves of Androzani,"""Part Three""",Graeme Harper,Robert Holmes,1984-03-15,6R,7.8,65,21,Fifth Doctor,Peter Davison
622,135,6.0,20,The Caves of Androzani,"""Part Four""",Graeme Harper,Robert Holmes,1984-03-16,6R,7.8,68,21,Fifth Doctor,Peter Davison
623,136,7.0,21,The Twin Dilemma,"""Part One""",Peter Moffatt,Anthony Steven,1984-03-22,6S,7.6,61,21,Fifth Doctor,Peter Davison
624,136,7.0,22,The Twin Dilemma,"""Part Two""",Peter Moffatt,Anthony Steven,1984-03-23,6S,7.4,66,21,Fifth Doctor,Peter Davison
625,136,7.0,23,The Twin Dilemma,"""Part Three""",Peter Moffatt,Anthony Steven,1984-03-29,6S,7.0,59,21,Fifth Doctor,Peter Davison
626,136,7.0,24,The Twin Dilemma,"""Part Four""",Peter Moffatt,Anthony Steven,1984-03-30,6S,6.3,67,21,Fifth Doctor,Peter Davison
627,137,1.0,1,Attack of the Cybermen,"""Part One""",Matthew Robinson,Paula Moore,1985-01-05,6T,8.9,61,22,Sixth Doctor,Colin Baker
628,137,1.0,2,Attack of the Cybermen,"""Part Two""",Matthew Robinson,Paula Moore,1985-01-12,6T,7.2,65,22,Sixth Doctor,Colin Baker
629,138,2.0,3,Vengeance on Varos,"""Part One""",Ron Jones,Philip Martin,1985-01-19,6V,7.2,63,22,Sixth Doctor,Colin Baker
630,138,2.0,4,Vengeance on Varos,"""Part Two""",Ron Jones,Philip Martin,1985-01-26,6V,7.0,65,22,Sixth Doctor,Colin Baker
631,139,3.0,5,The Mark of the Rani,"""Part One""",Sarah Hellings,Pip and Jane Baker,1985-02-02,6X,6.3,64,22,Sixth Doctor,Colin Baker
632,139,3.0,6,The Mark of the Rani,"""Part Two""",Sarah Hellings,Pip and Jane Baker,1985-02-09,6X,7.3,64,22,Sixth Doctor,Colin Baker
633,140,4.0,7,The Two Doctors,"""Part One""",Peter Moffatt,Robert Holmes,1985-02-16,6W,6.6,65,22,Sixth Doctor,Colin Baker
634,140,4.0,8,The Two Doctors,"""Part Two""",Peter Moffatt,Robert Holmes,1985-02-23,6W,6.0,62,22,Sixth Doctor,Colin Baker
635,140,4.0,9,The Two Doctors,"""Part Three""",Peter Moffatt,Robert Holmes,1985-03-02,6W,6.9,65,22,Sixth Doctor,Colin Baker
636,141,5.0,10,Timelash,"""Part One""",Pennant Roberts,Glen McCoy,1985-03-09,6Y,6.7,66,22,Sixth Doctor,Colin Baker
637,141,5.0,11,Timelash,"""Part Two""",Pennant Roberts,Glen McCoy,1985-03-16,6Y,7.4,64,22,Sixth Doctor,Colin Baker
638,142,6.0,12,Revelation of the Daleks,"""Part One""",Graeme Harper,Eric Saward,1985-03-23,6Z,7.4,67,22,Sixth Doctor,Colin Baker
639,142,6.0,13,Revelation of the Daleks,"""Part Two""",Graeme Harper,Eric Saward,1985-03-30,6Z,7.7,65,22,Sixth Doctor,Colin Baker
640,143,1.0,1,The Mysterious Planet,"""Part One""",Nicholas Mallett,Robert Holmes,1986-09-06,7A,4.9,72,23,Sixth Doctor,Colin Baker
641,143,1.0,2,The Mysterious Planet,"""Part Two""",Nicholas Mallett,Robert Holmes,1986-09-13,7A,4.9,69,23,Sixth Doctor,Colin Baker
642,143,1.0,3,The Mysterious Planet,"""Part Three""",Nicholas Mallett,Robert Holmes,1986-09-20,7A,3.9,70,23,Sixth Doctor,Colin Baker
643,143,1.0,4,The Mysterious Planet,"""Part Four""",Nicholas Mallett,Robert Holmes,1986-09-27,7A,3.7,72,23,Sixth Doctor,Colin Baker
644,143,2.0,5,Mindwarp,"""Part Five""",Ron Jones,Philip Martin,1986-10-04,7B,4.8,71,23,Sixth Doctor,Colin Baker
645,143,2.0,6,Mindwarp,"""Part Six""",Ron Jones,Philip Martin,1986-10-11,7B,4.6,69,23,Sixth Doctor,Colin Baker
646,143,2.0,7,Mindwarp,"""Part Seven""",Ron Jones,Philip Martin,1986-10-18,7B,5.1,66,23,Sixth Doctor,Colin Baker
647,143,2.0,8,Mindwarp,"""Part Eight""",Ron Jones,Philip Martin,1986-10-25,7B,5.0,72,23,Sixth Doctor,Colin Baker
648,143,3.0,9,Terror of the Vervoids,"""Part Nine""",Chris Clough,Pip and Jane Baker,1986-11-01,7C,5.2,66,23,Sixth Doctor,Colin Baker
649,143,3.0,10,Terror of the Vervoids,"""Part Ten""",Chris Clough,Pip and Jane Baker,1986-11-08,7C,4.6,69,23,Sixth Doctor,Colin Baker
650,143,3.0,11,Terror of the Vervoids,"""Part Eleven""",Chris Clough,Pip and Jane Baker,1986-11-15,7C,5.3,69,23,Sixth Doctor,Colin Baker
651,143,3.0,12,Terror of the Vervoids,"""Part Twelve""",Chris Clough,Pip and Jane Baker,1986-11-22,7C,5.3,69,23,Sixth Doctor,Colin Baker
652,143,4.0,13,The Ultimate Foe,"""Part Thirteen""",Chris Clough,Robert Holmes,1986-11-29,7C,4.4,69,23,Sixth Doctor,Colin Baker
653,143,4.0,14,The Ultimate Foe,"""Part Fourteen""",Chris Clough,Pip and Jane Baker,1986-12-06,7C,5.6,69,23,Sixth Doctor,Colin Baker
654,144,1.0,1,Time and the Rani,"""Part One""",Andrew Morgan,Pip and Jane Baker,1987-09-07,7D,5.1,58,24,Seventh Doctor,Sylvester McCoy
655,144,1.0,2,Time and the Rani,"""Part Two""",Andrew Morgan,Pip and Jane Baker,1987-09-14,7D,4.2,63,24,Seventh Doctor,Sylvester McCoy
656,144,1.0,3,Time and the Rani,"""Part Three""",Andrew Morgan,Pip and Jane Baker,1987-09-21,7D,4.3,57,24,Seventh Doctor,Sylvester McCoy
657,144,1.0,4,Time and the Rani,"""Part Four""",Andrew Morgan,Pip and Jane Baker,1987-09-28,7D,4.9,59,24,Seventh Doctor,Sylvester McCoy
658,145,2.0,5,Paradise Towers,"""Part One""",Nicholas Mallett,Stephen Wyatt,1987-10-05,7E,4.5,61,24,Seventh Doctor,Sylvester McCoy
659,145,2.0,6,Paradise Towers,"""Part Two""",Nicholas Mallett,Stephen Wyatt,1987-10-12,7E,5.2,58,24,Seventh Doctor,Sylvester McCoy
660,145,2.0,7,Paradise Towers,"""Part Three""",Nicholas Mallett,Stephen Wyatt,1987-10-19,7E,5.0,58,24,Seventh Doctor,Sylvester McCoy
661,145,2.0,8,Paradise Towers,"""Part Four""",Nicholas Mallett,Stephen Wyatt,1987-10-26,7E,5.0,57,24,Seventh Doctor,Sylvester McCoy
662,146,3.0,9,Delta and the Bannermen,"""Part One""",Chris Clough,Malcolm Kohll,1987-11-02,7F,5.3,63,24,Seventh Doctor,Sylvester McCoy
663,146,3.0,10,Delta and the Bannermen,"""Part Two""",Chris Clough,Malcolm Kohll,1987-11-09,7F,5.1,60,24,Seventh Doctor,Sylvester McCoy
664,146,3.0,11,Delta and the Bannermen,"""Part Three""",Chris Clough,Malcolm Kohll,1987-11-16,7F,5.4,60,24,Seventh Doctor,Sylvester McCoy
665,147,4.0,12,Dragonfire,"""Part One""",Chris Clough,Ian Briggs,1987-11-23,7G,5.5,61,24,Seventh Doctor,Sylvester McCoy
666,147,4.0,13,Dragonfire,"""Part Two""",Chris Clough,Ian Briggs,1987-11-30,7G,5.0,61,24,Seventh Doctor,Sylvester McCoy
667,147,4.0,14,Dragonfire,"""Part Three""",Chris Clough,Ian Briggs,1987-12-07,7G,4.7,64,24,Seventh Doctor,Sylvester McCoy
668,148,1.0,1,Remembrance of the Daleks,"""Part One""",Andrew Morgan,Ben Aaronovitch,1988-10-05,7H,5.5,68,25,Seventh Doctor,Sylvester McCoy
669,148,1.0,2,Remembrance of the Daleks,"""Part Two""",Andrew Morgan,Ben Aaronovitch,1988-10-12,7H,5.8,69,25,Seventh Doctor,Sylvester McCoy
670,148,1.0,3,Remembrance of the Daleks,"""Part Three""",Andrew Morgan,Ben Aaronovitch,1988-10-19,7H,5.1,70,25,Seventh Doctor,Sylvester McCoy
671,148,1.0,4,Remembrance of the Daleks,"""Part Four""",Andrew Morgan,Ben Aaronovitch,1988-10-26,7H,5.0,72,25,Seventh Doctor,Sylvester McCoy
672,149,2.0,5,The Happiness Patrol,"""Part One""",Chris Clough,Graeme Curry,1988-11-02,7L,5.3,67,25,Seventh Doctor,Sylvester McCoy
673,149,2.0,6,The Happiness Patrol,"""Part Two""",Chris Clough,Graeme Curry,1988-11-09,7L,4.6,65,25,Seventh Doctor,Sylvester McCoy
674,149,2.0,7,The Happiness Patrol,"""Part Three""",Chris Clough,Graeme Curry,1988-11-16,7L,5.3,65,25,Seventh Doctor,Sylvester McCoy
675,150,3.0,8,Silver Nemesis,"""Part One""",Chris Clough,Kevin Clarke,1988-11-23,7K,6.1,71,25,Seventh Doctor,Sylvester McCoy
676,150,3.0,9,Silver Nemesis,"""Part Two""",Chris Clough,Kevin Clarke,1988-11-30,7K,5.2,70,25,Seventh Doctor,Sylvester McCoy
677,150,3.0,10,Silver Nemesis,"""Part Three""",Chris Clough,Kevin Clarke,1988-12-07,7K,5.2,70,25,Seventh Doctor,Sylvester McCoy
678,151,4.0,11,The Greatest Show in the Galaxy,"""Part One""",Alan Wareing,Stephen Wyatt,1988-12-14,7J,5.0,68,25,Seventh Doctor,Sylvester McCoy
679,151,4.0,12,The Greatest Show in the Galaxy,"""Part Two""",Alan Wareing,Stephen Wyatt,1988-12-21,7J,5.3,66,25,Seventh Doctor,Sylvester McCoy
680,151,4.0,13,The Greatest Show in the Galaxy,"""Part Three""",Alan Wareing,Stephen Wyatt,1988-12-28,7J,4.8,69,25,Seventh Doctor,Sylvester McCoy
681,151,4.0,14,The Greatest Show in the Galaxy,"""Part Four""",Alan Wareing,Stephen Wyatt,1989-01-04,7J,6.6,64,25,Seventh Doctor,Sylvester McCoy
682,152,1.0,1,Battlefield,"""Part One""",Michael Kerrigan,Ben Aaronovitch,1989-09-06,7N,3.1,69,26,Seventh Doctor,Sylvester McCoy
683,152,1.0,2,Battlefield,"""Part Two""",Michael Kerrigan,Ben Aaronovitch,1989-09-13,7N,3.9,68,26,Seventh Doctor,Sylvester McCoy
684,152,1.0,3,Battlefield,"""Part Three""",Michael Kerrigan,Ben Aaronovitch,1989-09-20,7N,3.6,67,26,Seventh Doctor,Sylvester McCoy
685,152,1.0,4,Battlefield,"""Part Four""",Michael Kerrigan,Ben Aaronovitch,1989-09-27,7N,4.0,65,26,Seventh Doctor,Sylvester McCoy
686,153,2.0,5,Ghost Light,"""Part One""",Alan Wareing,Marc Platt,1989-10-04,7Q,4.2,68,26,Seventh Doctor,Sylvester McCoy
687,153,2.0,6,Ghost Light,"""Part Two""",Alan Wareing,Marc Platt,1989-10-11,7Q,4.0,68,26,Seventh Doctor,Sylvester McCoy
688,153,2.0,7,Ghost Light,"""Part Three""",Alan Wareing,Marc Platt,1989-10-18,7Q,4.0,64,26,Seventh Doctor,Sylvester McCoy
689,154,3.0,8,The Curse of Fenric,"""Part One""",Nicholas Mallett,Ian Briggs,1989-10-25,7M,4.3,67,26,Seventh Doctor,Sylvester McCoy
